case_id,tenant,channel,locale,intent,priority,input,chat_json,expected_behavior,ideal_answer,disallowed_content,required_actions,tools_allowed,routing_hint,rag_collection,rag_query,source_urls,source_titles,source_ids,policy_refs,tags,eval_notes
REACH-0179,tenant_09,webchat,en-CA,rag_setup,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `rag_setup` in tenant `tenant_09`. Correlation ID: rc_582613b4f5. CLI version reach 1.9.19.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach rag setup`. Error: HTTP 79 or config validation failure. Running on Ubuntu 22.04 with Node 20.4.8.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `rag_setup`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `rag_setup`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,rag_setup troubleshooting correlation rc_582613b4f5,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_2438902896,reach_support_policy_v1,"rag_setup,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0180,tenant_01,webchat,en-CA,rag_quality,P1,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `rag_quality` in tenant `tenant_01`. Correlation ID: rc_169191ae00. CLI version reach 1.0.0.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach rag quality`. Error: HTTP 80 or config validation failure. Running on Ubuntu 22.04 with Node 20.5.0.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `rag_quality`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `rag_quality`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,rag_quality troubleshooting correlation rc_169191ae00,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_eea7ab3cb3,reach_support_policy_v1,"rag_quality,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0181,tenant_02,webchat,en-CA,mcp_setup,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `mcp_setup` in tenant `tenant_02`. Correlation ID: rc_238fbaa9aa. CLI version reach 1.1.1.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach mcp setup`. Error: HTTP 81 or config validation failure. Running on Ubuntu 22.04 with Node 20.6.1.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `mcp_setup`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `mcp_setup`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,mcp_setup troubleshooting correlation rc_238fbaa9aa,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_4bd8b3b0e9,reach_support_policy_v1,"mcp_setup,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0182,tenant_03,webchat,en-CA,pack_install,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `pack_install` in tenant `tenant_03`. Correlation ID: rc_795c4abeae. CLI version reach 1.2.2.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach pack install`. Error: HTTP 82 or config validation failure. Running on Ubuntu 22.04 with Node 20.0.2.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `pack_install`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `pack_install`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,pack_install troubleshooting correlation rc_795c4abeae,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_9ecf419a4b,reach_support_policy_v1,"pack_install,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0183,tenant_04,webchat,en-CA,pack_publish,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `pack_publish` in tenant `tenant_04`. Correlation ID: rc_81db605673. CLI version reach 1.3.3.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach pack publish`. Error: HTTP 83 or config validation failure. Running on Ubuntu 22.04 with Node 20.1.3.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `pack_publish`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `pack_publish`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,pack_publish troubleshooting correlation rc_81db605673,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_7f399314ec,reach_support_policy_v1,"pack_publish,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0184,tenant_05,webchat,en-CA,agent_runtime,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `agent_runtime` in tenant `tenant_05`. Correlation ID: rc_90c3573d48. CLI version reach 1.4.4.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach agent runtime`. Error: HTTP 84 or config validation failure. Running on Ubuntu 22.04 with Node 20.2.4.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `agent_runtime`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `agent_runtime`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,agent_runtime troubleshooting correlation rc_90c3573d48,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_6442caf4b8,reach_support_policy_v1,"agent_runtime,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0185,tenant_06,webchat,en-CA,rate_limits,P1,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `rate_limits` in tenant `tenant_06`. Correlation ID: rc_05f31a0f70. CLI version reach 1.5.5.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach rate limits`. Error: HTTP 85 or config validation failure. Running on Ubuntu 22.04 with Node 20.3.5.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `rate_limits`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `rate_limits`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,rate_limits troubleshooting correlation rc_05f31a0f70,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_d8300aee30,reach_support_policy_v1,"rate_limits,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0186,tenant_07,webchat,en-CA,billing_invoices,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `billing_invoices` in tenant `tenant_07`. Correlation ID: rc_74bfdc6d70. CLI version reach 1.6.6.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach billing invoices`. Error: HTTP 86 or config validation failure. Running on Ubuntu 22.04 with Node 20.4.6.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `billing_invoices`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `billing_invoices`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,billing_invoices troubleshooting correlation rc_74bfdc6d70,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_356f49ce15,reach_support_policy_v1,"billing_invoices,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0187,tenant_08,webchat,en-CA,webhook_verify,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `webhook_verify` in tenant `tenant_08`. Correlation ID: rc_269e036b95. CLI version reach 1.7.7.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach webhook verify`. Error: HTTP 87 or config validation failure. Running on Ubuntu 22.04 with Node 20.5.7.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `webhook_verify`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `webhook_verify`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,webhook_verify troubleshooting correlation rc_269e036b95,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_abc1218f0a,reach_support_policy_v1,"webhook_verify,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0188,tenant_09,webchat,en-CA,security_incident,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `security_incident` in tenant `tenant_09`. Correlation ID: rc_86b48560a4. CLI version reach 1.8.8.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach security incident`. Error: HTTP 88 or config validation failure. Running on Ubuntu 22.04 with Node 20.6.8.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `security_incident`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `security_incident`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,security_incident troubleshooting correlation rc_86b48560a4,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_a4ec554b66,reach_support_policy_v1,"security_incident,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0189,tenant_01,webchat,en-CA,tenant_roles,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `tenant_roles` in tenant `tenant_01`. Correlation ID: rc_06e54b43d6. CLI version reach 1.9.9.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach tenant roles`. Error: HTTP 89 or config validation failure. Running on Ubuntu 22.04 with Node 20.0.0.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `tenant_roles`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `tenant_roles`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,tenant_roles troubleshooting correlation rc_06e54b43d6,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_d78e5e2109,reach_support_policy_v1,"tenant_roles,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0190,tenant_02,webchat,en-CA,preview_500,P1,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `preview_500` in tenant `tenant_02`. Correlation ID: rc_7dce9c7c50. CLI version reach 1.0.10.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach preview 500`. Error: HTTP 90 or config validation failure. Running on Ubuntu 22.04 with Node 20.1.1.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `preview_500`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `preview_500`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,preview_500 troubleshooting correlation rc_7dce9c7c50,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_db1ceced19,reach_support_policy_v1,"preview_500,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0191,tenant_03,webchat,en-CA,config_validation,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `config_validation` in tenant `tenant_03`. Correlation ID: rc_aacf95cfc6. CLI version reach 1.1.11.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach config validation`. Error: HTTP 91 or config validation failure. Running on Ubuntu 22.04 with Node 20.2.2.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `config_validation`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `config_validation`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,config_validation troubleshooting correlation rc_aacf95cfc6,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_8346895bec,reach_support_policy_v1,"config_validation,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0192,tenant_04,webchat,en-CA,install_cli,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `install_cli` in tenant `tenant_04`. Correlation ID: rc_e504144f3b. CLI version reach 1.2.12.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach install cli`. Error: HTTP 92 or config validation failure. Running on Ubuntu 22.04 with Node 20.3.3.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `install_cli`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `install_cli`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,install_cli troubleshooting correlation rc_e504144f3b,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_902360230a,reach_support_policy_v1,"install_cli,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0193,tenant_05,webchat,en-CA,login_auth,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `login_auth` in tenant `tenant_05`. Correlation ID: rc_7dd6e95d8f. CLI version reach 1.3.13.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach login auth`. Error: HTTP 93 or config validation failure. Running on Ubuntu 22.04 with Node 20.4.4.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `login_auth`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `login_auth`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,login_auth troubleshooting correlation rc_7dd6e95d8f,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_60999edf5c,reach_support_policy_v1,"login_auth,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
